ISO.code,Year,imp_sum,loans_sum,avg_nim,corp_avg,households_avg,policy_avg,Country,GDP_per_capita,DFR,MLF,MRO,Inflation
AT,2005,1.706711,421720459.085527,2.10504844034091,3.35916666666667,6.99166666666667,2.01780821917808,Austria,29602.44,1.017808219,3.017808219,2.017808219,2.1
AT,2006,2.098508,504483697.019335,2.08121039204545,4.07083333333333,6.96666666666667,2.76027397260274,Austria,30836.16,1.760273973,3.760273973,2.760273973,1.7
AT,2007,2.145141,599093880.824714,2.09698278977273,5.09083333333333,7.58,3.83904109589041,Austria,32061.22,2.839041096,4.839041096,3.839041096,2.2
AT,2008,3.074142,612699334.117144,2.00692853977273,5.4075,7.98,3.90027322404372,Austria,33010.86,3.005464481,4.775956284,3.900273224,3.2
AT,2009,8.794149,632721521.872379,1.89465567613636,2.89166666666667,7.25416666666667,1.27876712328767,Austria,32260.93,0.465753425,2.091780822,1.278767123,0.4
AT,2010,8.974373,635934494.15765,1.84928305113636,2.555,6.775,1,Austria,33037.53,0.25,1.75,1,1.7
AT,2011,8.649025,640335325.986142,1.95838468181818,3.1875,7.0241666666666696,1.24931506849315,Austria,34403.67,0.499315068,1.999315068,1.249315068,3.6
AT,2012,9.818369,654002569.318476,1.79361632954545,2.87666666666667,6.88916666666667,0.881147540983607,Austria,35657.15,0.131147541,1.631147541,0.881147541,2.6
AT,2013,10.736606,677911822.760018,1.77446529545455,2.65666666666667,6.725,0.553424657534246,Austria,35824.27,0,1.140410959,0.553424658,2.1
AT,2014,11.390358,603830129.698071,1.81819322727273,2.48666666666667,6.53916666666667,0.163150684931507,Austria,36284.2,-0.086849315,0.523424658,0.163150685,1.5
AT,2015,11.910757,546216215.687757,1.77749279545455,1.97166666666667,6.05166666666667,0.05,Austria,37383.86,-0.20630137,0.3,0.05,0.8
AT,2016,9.197601,538588932.931854,1.72446030681818,1.70333333333333,5.80666666666667,0.0102459016393442,Austria,38123.14,-0.379508197,0.260245902,0.010245902,1
AT,2017,6.044689,649280636.278508,1.59465655113636,1.5775,5.6175,0,Austria,38756.01,-0.4,0.25,0,2.2
AT,2018,3.764069,653831952.295016,1.60493944886364,1.47833333333333,5.62166666666667,0,Austria,40311.43,-0.4,0.25,0,2.1
AT,2019,3.058318,675731467.059934,1.57486975,1.40166666666667,5.62833333333333,0,Austria,41271.28,-0.42876712300000003,0.25,0,1.5
AT,2020,3.12909,763176691.720215,1.46554150852273,1.37,5.27666666666667,0,Austria,39423.98,-0.5,0.25,0,1.4
AT,2021,2.386105,759513408.917881,1.38848152840909,1.33916666666667,5.21666666666667,0,Austria,42235.17,-0.5,0.25,0,2.8
AT,2022,2.955108,748570854.339788,1.58898773011364,1.98833333333333,5.77583333333333,0.578767123287669,Austria,46405.57,0.078767123,0.828767123,0.578767123,8.6
AT,2023,3.472473,773990665.669715,2.82304717613636,4.66416666666667,7.56916666666667,3.80753424657534,Austria,47802.94,3.307534247,4.057534247,3.807534247,7.7
BE,2005,7.102542,854952706.238305,1.96756076470588,3.35916666666667,6.99166666666667,2.01780821917808,Belgium,28232.93,1.017808219,3.017808219,2.017808219,2.5
BE,2006,5.180661,1101032843.08457,1.91306070588235,4.07083333333333,6.96666666666667,2.76027397260274,Belgium,29071.31,1.760273973,3.760273973,2.760273973,2.3
BE,2007,4.509798,1408665589.82625,1.72052941176471,5.09083333333333,7.58,3.83904109589041,Belgium,30101.57,2.839041096,4.839041096,3.839041096,1.8
BE,2008,6.269334,1384235601.47502,1.80497635294118,5.4075,7.98,3.90027322404372,Belgium,30466.76,3.005464481,4.775956284,3.900273224,4.5
BE,2009,10.878461,1361714006.03563,1.76292688235294,2.89166666666667,7.25416666666667,1.27876712328767,Belgium,30049.31,0.465753425,2.091780822,1.278767123,0
BE,2010,13.382284,1254852123.76342,1.77337117647059,2.555,6.775,1,Belgium,31528.14,0.25,1.75,1,2.3
BE,2011,14.591769,996680965.168455,1.69902517647059,3.1875,7.0241666666666696,1.24931506849315,Belgium,32111.88,0.499315068,1.999315068,1.249315068,3.4
BE,2012,17.339203,979368435.958655,1.70992770588235,2.87666666666667,6.88916666666667,0.881147540983607,Belgium,32805.32,0.131147541,1.631147541,0.881147541,2.6
BE,2013,24.105686,992965594.860029,1.76336623529412,2.65666666666667,6.725,0.553424657534246,Belgium,33058.09,0,1.140410959,0.553424658,1.2
BE,2014,21.808269,925078989.599059,1.75837882352941,2.48666666666667,6.53916666666667,0.163150684931507,Belgium,33867.31,-0.086849315,0.523424658,0.163150685,0.5
BE,2015,19.324611,851393824.429739,1.560413,1.97166666666667,6.05166666666667,0.05,Belgium,34707.15,-0.20630137,0.3,0.05,0.6
BE,2016,16.305172,841136248.106882,1.49985476470588,1.70333333333333,5.80666666666667,0.0102459016393442,Belgium,35237.82,-0.379508197,0.260245902,0.010245902,1.8
BE,2017,13.387975,955861406.123278,1.37707635294118,1.5775,5.6175,0,Belgium,36145.74,-0.4,0.25,0,2.2
